Car Name,Year,Selling Price,Kilometer Driven,Fuel Type,Seller Type,Transminssion,Owner,KM Range,Car Age,Price per KM,Condition
Chevrolet Enjoy TCDi LT 8 Seater,2015,500000,50000,Diesel,Individual,Manual,First Owner,25–50k,10,10.0,Old
Maruti 800 Std,2013,200000,60000,Petrol,Individual,Manual,First Owner,50–75k,12,3.3333333333333335,Old
Renault KWID RXT,2015,250000,50000,Petrol,Individual,Manual,First Owner,25–50k,10,5.0,Old
Maruti Swift Dzire VDI,2014,185000,40000,Diesel,Individual,Manual,Third Owner,25–50k,11,4.625,Old
Hyundai i10 Magna 1.1,2008,100000,60000,Petrol,Individual,Manual,Second Owner,50–75k,17,1.6666666666666667,Old
Toyota Etios VXD,2015,610000,55000,Diesel,Individual,Manual,First Owner,50–75k,10,11.090909090909092,Old
Mahindra Quanto C8,2012,290000,80000,Diesel,Individual,Manual,First Owner,75–100k,13,3.625,Old
Mahindra Xylo E9,2012,300000,295000,Diesel,Individual,Manual,First Owner,200k+,13,1.0169491525423728,Old
Hyundai EON Era Plus,2015,225000,80000,Petrol,Individual,Manual,First Owner,75–100k,10,2.8125,Old
Maruti Alto K10 VXI,2017,320000,50000,Petrol,Individual,Manual,Second Owner,25–50k,8,6.4,New
Tata Indigo CR4,2012,135000,158000,Diesel,Individual,Manual,Third Owner,150–200k,13,0.8544303797468354,Old
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,400000,400000,Diesel,Individual,Manual,Third Owner,,19,1.0,Old
Maruti Wagon R VXI BS IV,2016,400000,25000,Petrol,Individual,Manual,First Owner,0–25k,9,16.0,New
Hyundai i20 Active 1.2 S,2017,570000,35000,Petrol,Individual,Manual,First Owner,25–50k,8,16.285714285714285,New
Maruti Ignis 1.2 Zeta BSIV,2018,500000,12000,Petrol,Individual,Manual,First Owner,0–25k,7,41.666666666666664,New
Maruti Omni MPI STD BSIV,2015,130000,70000,Petrol,Individual,Manual,First Owner,50–75k,10,1.8571428571428572,Old
Tata Tiago 1.2 Revotron XZ,2018,360000,4000,Petrol,Individual,Manual,First Owner,0–25k,7,90.0,New
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832,Petrol,Dealer,Manual,First Owner,0–25k,8,48.92909896602659,New
Hyundai i10 Era,2009,250000,50000,Petrol,Individual,Manual,First Owner,25–50k,16,5.0,Old
Nissan Sunny XL,2016,600000,19495,Petrol,Dealer,Manual,First Owner,0–25k,9,30.777122339061297,New
Renault Duster 85PS Diesel RxL Plus,2013,570000,62668,Diesel,Dealer,Manual,First Owner,50–75k,12,9.09555115848599,Old
Mahindra XUV500 W6 2WD,2013,850000,85710,Diesel,Dealer,Manual,First Owner,75–100k,12,9.917162524792907,Old
Ford Figo Diesel EXI,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,50–75k,14,4.53473607836024,Old
Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,63356,Diesel,Dealer,Manual,Second Owner,50–75k,11,9.154618347117873,Old
Toyota Fortuner 3.0 Diesel,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,100–150k,13,12.960262908190423,Old
Chevrolet Spark 1.0 LT,2010,180000,15000,Petrol,Individual,Manual,First Owner,0–25k,15,12.0,Old
Tata Tiago 1.2 Revotron XE,2017,300000,50000,Petrol,Individual,Manual,First Owner,25–50k,8,6.0,New
Toyota Etios Liva VX,2012,269000,70000,Petrol,Individual,Manual,Second Owner,50–75k,13,3.842857142857143,Old
Maruti Alto K10 VXI,2018,231999,20000,Petrol,Individual,Manual,First Owner,0–25k,7,11.59995,New
Chevrolet Beat LS,2011,150000,60000,Petrol,Individual,Manual,Third Owner,50–75k,14,2.5,Old
Hyundai Grand i10 Asta Option,2017,495000,5000,Petrol,Individual,Manual,First Owner,0–25k,8,99.0,New
Maruti Ciaz VXi,2014,700000,15000,Petrol,Individual,Manual,First Owner,0–25k,11,46.666666666666664,Old
Datsun GO Plus T BSIV,2018,400000,4400,Petrol,Individual,Manual,Second Owner,0–25k,7,90.9090909090909,New
Mahindra Xylo H4,2019,599000,15000,Diesel,Individual,Manual,Third Owner,0–25k,6,39.93333333333333,New
Renault Duster 85PS Diesel RxL Optional,2013,421000,45000,Diesel,Individual,Manual,First Owner,25–50k,12,9.355555555555556,Old
Ford EcoSport 1.5 Diesel Trend BSIV,2018,841000,1000,Diesel,Individual,Manual,First Owner,0–25k,7,841.0,New
Hyundai i10 Magna 1.1L,2014,295000,38500,Petrol,Individual,Manual,First Owner,25–50k,11,7.662337662337662,Old
Hyundai i10 Sportz,2011,220000,25000,Petrol,Individual,Manual,First Owner,0–25k,14,8.8,Old
Ford Classic 1.4 Duratorq LXI,2013,250000,35000,Diesel,Individual,Manual,First Owner,25–50k,12,7.142857142857143,Old
Toyota Fortuner 3.0 Diesel,2009,1100000,110000,Diesel,Individual,Manual,Second Owner,100–150k,16,10.0,Old
Hyundai Verna 1.6 VTVT,2012,300000,40000,Petrol,Individual,Manual,First Owner,25–50k,13,7.5,Old
Chevrolet Aveo U-VA 1.2,2007,80000,110000,Petrol,Individual,Manual,Second Owner,100–150k,18,0.7272727272727273,Old
Chevrolet Beat Diesel LT,2013,215000,20000,Diesel,Individual,Manual,Third Owner,0–25k,12,10.75,Old
Hyundai EON Magna Plus,2012,245000,14987,Petrol,Dealer,Manual,First Owner,0–25k,13,16.347501167678654,Old
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,25061,Diesel,Dealer,Manual,First Owner,25–50k,9,25.93671441682295,New
Ford Ecosport 1.5 Diesel Titanium,2017,760000,42494,Diesel,Dealer,Manual,First Owner,25–50k,8,17.88487786511037,New
Honda Amaze S i-Dtech,2014,395000,44875,Diesel,Dealer,Manual,First Owner,25–50k,11,8.802228412256268,Old
Ford Figo Diesel EXI,2014,280000,89741,Diesel,Dealer,Manual,Second Owner,75–100k,11,3.1200900368839215,Old
Honda Jazz 1.5 S i DTEC,2016,495000,65000,Diesel,Dealer,Manual,First Owner,50–75k,9,7.615384615384615,New
Honda Jazz 1.5 VX i DTEC,2016,525000,35000,Diesel,Dealer,Manual,First Owner,25–50k,9,15.0,New
Toyota Innova 2.5 GX 8 STR BSIV,2009,420000,347089,Diesel,Dealer,Manual,First Owner,,16,1.2100642774619765,Old
Tata New Safari DICOR 2.2 VX 4x2,2010,210000,34500,Diesel,Individual,Manual,First Owner,25–50k,15,6.086956521739131,Old
Hyundai i20 Active 1.2 S,2018,650000,30000,Petrol,Individual,Manual,First Owner,25–50k,7,21.666666666666668,New
BMW 3 Series 320d Luxury Line,2018,2300000,39000,Diesel,Individual,Automatic,First Owner,25–50k,7,58.97435897435897,New
Ford Freestyle Titanium Plus Diesel BSIV,2019,525000,16000,Diesel,Individual,Manual,First Owner,0–25k,6,32.8125,New
Maruti Wagon R LXI CNG,2010,195000,80000,CNG,Individual,Manual,Second Owner,75–100k,15,2.4375,Old
Maruti Ertiga SHVS VDI,2016,650000,60000,Diesel,Individual,Manual,First Owner,50–75k,9,10.833333333333334,New
Mahindra TUV 300 T6 Plus,2015,540000,110000,Diesel,Individual,Manual,First Owner,100–150k,10,4.909090909090909,Old
Maruti Alto 800 LXI,2014,180000,61000,Petrol,Individual,Manual,First Owner,50–75k,11,2.9508196721311477,Old
Mahindra Bolero Power Plus ZLX,2017,750000,29000,Diesel,Individual,Manual,First Owner,25–50k,8,25.862068965517242,New
Maruti Ertiga SHVS ZDI Plus,2018,980000,50000,Diesel,Individual,Manual,First Owner,25–50k,7,19.6,New
Fiat Grande Punto EVO 90HP 1.3 Sport,2014,250000,90000,Diesel,Individual,Manual,First Owner,75–100k,11,2.7777777777777777,Old
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,550000,35000,Petrol,Individual,Automatic,First Owner,25–50k,7,15.714285714285714,New
Volkswagen Vento 1.6 Highline,2015,509999,43000,Petrol,Individual,Manual,Second Owner,25–50k,10,11.860441860465116,Old
Maruti Alto K10 LXI,2017,320000,50000,Petrol,Individual,Manual,First Owner,25–50k,8,6.4,New
Hyundai EON D Lite,2016,275000,25000,Petrol,Individual,Manual,First Owner,0–25k,9,11.0,New
Mahindra XUV500 W8 2WD,2013,550000,222252,Diesel,Individual,Manual,First Owner,200k+,12,2.4746683944351457,Old
Maruti Wagon R VXI Minor,2009,145000,50000,Petrol,Individual,Manual,Second Owner,25–50k,16,2.9,Old
Fiat Grande Punto Emotion 90Hp,2013,250000,80000,Diesel,Individual,Manual,First Owner,75–100k,12,3.125,Old
Hyundai Verna 1.6 SX,2012,520000,35000,Diesel,Individual,Manual,First Owner,25–50k,13,14.857142857142858,Old
Maruti Alto LXi,2007,95000,85000,Petrol,Individual,Manual,Second Owner,75–100k,18,1.1176470588235294,Old
Toyota Innova 2.5 V Diesel 7-seater,2011,725000,110000,Diesel,Individual,Manual,Third Owner,100–150k,14,6.590909090909091,Old
Maruti 800 AC,2006,55000,70000,Petrol,Individual,Manual,Second Owner,50–75k,19,0.7857142857142857,Old
Honda City i DTEC VX,2014,600000,100000,Diesel,Individual,Manual,First Owner,75–100k,11,6.0,Old
Volkswagen Vento New Diesel Highline,2013,330000,120000,Diesel,Individual,Manual,Second Owner,100–150k,12,2.75,Old
Maruti Swift Dzire VDI,2015,470000,89000,Diesel,Individual,Manual,First Owner,75–100k,10,5.280898876404494,Old
Maruti Swift ZDi,2013,365000,120000,Diesel,Individual,Manual,First Owner,100–150k,12,3.0416666666666665,Old
Hyundai EON Magna Plus,2013,250000,40000,Petrol,Individual,Manual,Second Owner,25–50k,12,6.25,Old
Maruti Wagon R VXI BS IV,2017,430000,17000,Petrol,Individual,Manual,First Owner,0–25k,8,25.294117647058822,New
Maruti Swift VDI,2013,400000,125000,Diesel,Individual,Manual,Second Owner,100–150k,12,3.2,Old
Maruti Swift Dzire ZXI,2015,615000,110000,Petrol,Individual,Manual,Second Owner,100–150k,10,5.590909090909091,Old
Ford Figo Diesel Titanium,2011,150000,120000,Diesel,Individual,Manual,Second Owner,100–150k,14,1.25,Old
Ford Figo Diesel ZXI,2014,240000,90000,Diesel,Individual,Manual,First Owner,75–100k,11,2.6666666666666665,Old
Mahindra Scorpio S10 7 Seater,2014,800000,90000,Diesel,Individual,Manual,First Owner,75–100k,11,8.88888888888889,Old
Hyundai EON LPG Magna Plus,2015,240000,110000,LPG,Individual,Manual,First Owner,100–150k,10,2.1818181818181817,Old
Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,87000,Diesel,Individual,Manual,Second Owner,75–100k,11,6.896551724137931,Old
Mahindra Scorpio LX,2014,800000,15000,Diesel,Individual,Manual,First Owner,0–25k,11,53.333333333333336,Old
Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,Petrol,Individual,Manual,First Owner,50–75k,10,2.2857142857142856,Old
Ford Fiesta Classic 1.6 Duratec CLXI,2012,350000,38000,Petrol,Individual,Manual,First Owner,25–50k,13,9.210526315789474,Old
Honda City 1.5 V MT,2011,300000,64000,Petrol,Individual,Manual,Second Owner,50–75k,14,4.6875,Old
Tata Sumo Gold EX BSIII,2015,399000,55250,Diesel,Individual,Manual,First Owner,50–75k,10,7.221719457013575,Old
Mahindra Bolero DI,2011,300000,110000,Diesel,Individual,Manual,First Owner,100–150k,14,2.727272727272727,Old
Maruti A-Star AT VXI,2012,150000,70000,Petrol,Individual,Automatic,First Owner,50–75k,13,2.142857142857143,Old
Chevrolet Cruze LTZ,2010,320000,60000,Diesel,Individual,Manual,Third Owner,50–75k,15,5.333333333333333,Old
Tata Hexa XM,2018,1280000,17000,Diesel,Individual,Manual,First Owner,0–25k,7,75.29411764705883,New
Renault KWID 1.0 RXT Optional,2017,300000,13000,Petrol,Individual,Manual,Second Owner,0–25k,8,23.076923076923077,New
Nissan Terrano XL Plus ICC WT20 SE,2016,1000000,60000,Diesel,Individual,Manual,First Owner,50–75k,9,16.666666666666668,New
Mitsubishi Pajero Sport 4X4,2012,1090000,120000,Diesel,Individual,Manual,Second Owner,100–150k,13,9.083333333333334,Old
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,450000,97000,Diesel,Individual,Manual,Second Owner,75–100k,13,4.639175257731959,Old
Tata Indica GLS BS IV,2007,60000,130000,Petrol,Individual,Manual,Second Owner,100–150k,18,0.46153846153846156,Old
Maruti Swift Dzire ZXI,2013,500000,50000,Petrol,Individual,Manual,First Owner,25–50k,12,10.0,Old
Tata Indigo CR4,2012,200000,120000,Diesel,Individual,Manual,Second Owner,100–150k,13,1.6666666666666667,Old
Ford Ecosport 1.5 DV5 MT Titanium,2015,650000,68000,Diesel,Individual,Manual,First Owner,50–75k,10,9.558823529411764,Old
Maruti Alto LXi,2006,60000,100000,Petrol,Individual,Manual,Second Owner,75–100k,19,0.6,Old
Maruti Ertiga VDI,2013,250999,80000,Diesel,Individual,Manual,First Owner,75–100k,12,3.1374875,Old
Hyundai Accent Executive CNG,2012,185000,67000,CNG,Dealer,Manual,Second Owner,50–75k,13,2.7611940298507465,Old
Maruti Alto K10 VXI,2015,155000,60000,Petrol,Individual,Manual,First Owner,50–75k,10,2.5833333333333335,Old
Maruti Swift VXI,2019,600000,5000,Petrol,Individual,Manual,First Owner,0–25k,6,120.0,New
Renault KWID RXE,2016,300000,20000,Petrol,Individual,Manual,First Owner,0–25k,9,15.0,New
Hyundai Creta 1.6 E Plus,2018,850000,12500,Petrol,Individual,Manual,First Owner,0–25k,7,68.0,New
Maruti Eeco CNG 5 Seater AC BSIV,2019,470000,4000,CNG,Individual,Manual,First Owner,0–25k,6,117.5,New
Ford Figo 1.2P Titanium MT,2019,600000,25000,Petrol,Individual,Manual,First Owner,0–25k,6,24.0,New
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,700000,70000,Diesel,Individual,Manual,Second Owner,50–75k,12,10.0,Old
Maruti Wagon R LXI DUO BSIII,2007,70000,162000,LPG,Individual,Manual,First Owner,150–200k,18,0.43209876543209874,Old
Toyota Fortuner 3.0 Diesel,2010,1250000,205000,Diesel,Individual,Manual,Second Owner,200k+,15,6.097560975609756,Old
Audi A6 2.8 FSI,2008,650000,70000,Petrol,Individual,Automatic,Third Owner,50–75k,17,9.285714285714286,Old
Hyundai Xcent 1.2 CRDi S,2018,450000,70000,Diesel,Individual,Manual,Second Owner,50–75k,7,6.428571428571429,New
Mahindra XUV500 W8 2WD,2014,750000,100000,Diesel,Individual,Manual,Second Owner,75–100k,11,7.5,Old
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,775000,70000,Diesel,Individual,Manual,Second Owner,50–75k,12,11.071428571428571,Old
Hyundai Santa Fe 4X4,2011,800000,220000,Diesel,Individual,Manual,First Owner,200k+,14,3.6363636363636362,Old
Honda Amaze E i-Vtech,2015,360000,80000,Petrol,Individual,Manual,Second Owner,75–100k,10,4.5,Old
Toyota Corolla Altis Diesel D4DG,2010,250000,120000,Diesel,Individual,Manual,First Owner,100–150k,15,2.0833333333333335,Old
Jeep Compass 2.0 Longitude Option BSIV,2017,1490000,22038,Diesel,Individual,Manual,First Owner,0–25k,8,67.61049097014248,New
Nissan Terrano XL 110 PS,2013,600000,80000,Diesel,Individual,Manual,First Owner,75–100k,12,7.5,Old
Maruti Alto LX,2010,120000,90000,Petrol,Individual,Manual,First Owner,75–100k,15,1.3333333333333333,Old
Tata New Safari DICOR 2.2 EX 4x2,2012,320000,140000,Diesel,Individual,Manual,Second Owner,100–150k,13,2.2857142857142856,Old
Mahindra Thar 4X2,2011,400000,120000,Diesel,Individual,Manual,Second Owner,100–150k,14,3.3333333333333335,Old
Maruti Swift Dzire ZDI,2015,302000,60000,Diesel,Individual,Manual,First Owner,50–75k,10,5.033333333333333,Old
Chevrolet Beat Diesel LT,2011,130000,80000,Diesel,Individual,Manual,Second Owner,75–100k,14,1.625,Old
Maruti Swift Dzire LXI Option,2014,150000,60000,Petrol,Individual,Manual,Second Owner,50–75k,11,2.5,Old
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,200000,90000,Diesel,Individual,Manual,Second Owner,75–100k,13,2.2222222222222223,Old
Toyota Innova 2.5 G1 BSIV,2012,950000,80000,Diesel,Individual,Manual,First Owner,75–100k,13,11.875,Old
Maruti Swift Vdi BSIII,2008,120000,175000,Diesel,Individual,Manual,Second Owner,150–200k,17,0.6857142857142857,Old
Mahindra XUV500 W7 BSIV,2019,1400000,10000,Diesel,Individual,Manual,First Owner,0–25k,6,140.0,New
Hyundai i20 1.2 Asta Option,2017,620000,65000,Petrol,Individual,Manual,First Owner,50–75k,8,9.538461538461538,New
Toyota Innova 2.5 GX 8 STR BSIV,2012,449000,90000,Diesel,Individual,Manual,First Owner,75–100k,13,4.988888888888889,Old
Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,First Owner,50–75k,18,1.4285714285714286,Old
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,600000,2500,Petrol,Individual,Manual,First Owner,0–25k,7,240.0,New
Honda Amaze VX i-DTEC,2016,700000,35000,Diesel,Individual,Manual,First Owner,25–50k,9,20.0,New
Chevrolet Beat Diesel LT,2012,250000,40000,Diesel,Individual,Manual,First Owner,25–50k,13,6.25,Old
Maruti Baleno RS 1.0 Petrol,2018,550000,63000,Petrol,Individual,Manual,First Owner,50–75k,7,8.73015873015873,New
Skoda Superb Ambition 2.0 TDI CR AT,2013,675000,88000,Diesel,Dealer,Automatic,First Owner,75–100k,12,7.670454545454546,Old
Nissan Terrano XL Plus 85 PS,2015,530000,55000,Diesel,Dealer,Manual,First Owner,50–75k,10,9.636363636363637,Old
Chevrolet Enjoy TCDi LT 7 Seater,2014,325000,71014,Diesel,Dealer,Manual,First Owner,50–75k,11,4.576562367983778,Old
Renault Scala Diesel RxL,2015,370000,60000,Diesel,Dealer,Manual,First Owner,50–75k,10,6.166666666666667,Old
Skoda Rapid 1.5 TDI Ambition,2014,360000,70000,Diesel,Individual,Manual,First Owner,50–75k,11,5.142857142857143,Old
Skoda Superb LK 1.8 TSI AT,2012,650000,60000,Petrol,Dealer,Automatic,First Owner,50–75k,13,10.833333333333334,Old
Ford Fiesta 1.5 TDCi Titanium,2012,199000,92000,Diesel,Dealer,Manual,Third Owner,75–100k,13,2.1630434782608696,Old
Mahindra Quanto C6,2014,285000,89126,Diesel,Individual,Manual,First Owner,75–100k,11,3.197720081682113,Old
Volkswagen Jetta 1.9 TDI Comfortline DSG,2009,260000,134000,Diesel,Individual,Automatic,First Owner,100–150k,16,1.9402985074626866,Old
Maruti Ciaz 1.4 AT Zeta,2019,869999,15000,Petrol,Dealer,Automatic,First Owner,0–25k,6,57.99993333333333,New
Hyundai Grand i10 1.2 CRDi Magna,2016,425000,42500,Diesel,Dealer,Manual,First Owner,25–50k,9,10.0,New
Chevrolet Cruze LTZ AT,2012,490000,42000,Diesel,Dealer,Automatic,First Owner,25–50k,13,11.666666666666666,Old
Mahindra XUV500 AT W8 FWD,2015,750000,70000,Diesel,Individual,Automatic,Second Owner,50–75k,10,10.714285714285714,Old
Honda City 1.5 EXI,2004,125000,110000,Petrol,Individual,Manual,Third Owner,100–150k,21,1.1363636363636365,Old
Fiat Linea 1.3 Emotion,2014,221000,131365,Diesel,Individual,Manual,First Owner,100–150k,11,1.6823354774863928,Old
Volkswagen Vento 1.5 TDI Highline AT,2016,724000,48980,Diesel,Dealer,Automatic,First Owner,25–50k,9,14.781543487137608,New
Honda Amaze VX AT i-Vtech,2014,440000,46000,Petrol,Dealer,Automatic,First Owner,25–50k,11,9.565217391304348,Old
Chevrolet Spark 1.0 LS,2009,70000,60000,Petrol,Individual,Manual,Third Owner,50–75k,16,1.1666666666666667,Old
Maruti Baleno Delta Diesel,2015,511000,58000,Diesel,Dealer,Manual,First Owner,50–75k,10,8.810344827586206,Old
Maruti S-Cross Alpha DDiS 200 SH,2016,790000,22000,Diesel,Dealer,Manual,First Owner,0–25k,9,35.90909090909091,New
Hyundai i20 1.2 Asta Option,2017,640000,37000,Petrol,Individual,Manual,First Owner,25–50k,8,17.2972972972973,New
Hyundai Santro Xing GLS,2009,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner,50–75k,16,1.7142857142857142,Old
Chevrolet Beat Diesel LT,2012,126000,98900,Diesel,Individual,Manual,Third Owner,75–100k,13,1.2740141557128413,Old
Chevrolet Beat Diesel LT,2012,120000,125000,Diesel,Individual,Manual,First Owner,100–150k,13,0.96,Old
Mahindra TUV 300 T4 Plus,2017,650000,60000,Diesel,Individual,Manual,First Owner,50–75k,8,10.833333333333334,New
Hyundai Grand i10 Asta,2014,450000,80000,Petrol,Individual,Manual,Second Owner,75–100k,11,5.625,Old
Maruti Zen Estilo LXI Green (CNG),2010,110000,80000,CNG,Individual,Manual,Fourth & Above Owner,75–100k,15,1.375,Old
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,600000,40000,Diesel,Individual,Manual,First Owner,25–50k,8,15.0,New
Mahindra XUV500 W8 4WD,2012,620000,80000,Diesel,Individual,Manual,Second Owner,75–100k,13,7.75,Old
Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,30000,Diesel,Individual,Manual,First Owner,25–50k,11,20.0,Old
Mahindra Bolero Power Plus ZLX,2018,795000,35000,Diesel,Individual,Manual,First Owner,25–50k,7,22.714285714285715,New
Tata Winger Deluxe - Hi Roof (AC),2011,300000,180000,Diesel,Individual,Manual,Third Owner,150–200k,14,1.6666666666666667,Old
Renault Lodgy 85PS RxL,2015,495000,60000,Diesel,Individual,Manual,First Owner,50–75k,10,8.25,Old
Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,75–100k,12,18.372093023255815,Old
Audi Q3 2.0 TDI Quattro Premium Plus,2015,1750000,127643,Diesel,Dealer,Automatic,First Owner,100–150k,10,13.710113363051637,Old
Tata Hexa XTA,2018,1350000,34000,Diesel,Individual,Automatic,First Owner,25–50k,7,39.705882352941174,New
Mahindra Xylo D4,2014,350000,145000,Diesel,Individual,Manual,First Owner,100–150k,11,2.413793103448276,Old
Datsun RediGO AMT 1.0 S,2018,300000,25000,Petrol,Individual,Automatic,First Owner,0–25k,7,12.0,New
Tata Zest Revotron 1.2T XMS,2018,400000,54000,Petrol,Dealer,Manual,Second Owner,50–75k,7,7.407407407407407,New
Audi A6 2.0 TDI  Design Edition,2014,1750000,102354,Diesel,Dealer,Automatic,First Owner,100–150k,11,17.097524278484475,Old
Maruti Zen LX,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,50–75k,26,1.0,Old
Nissan Sunny XL D,2018,500000,70000,Diesel,Individual,Manual,First Owner,50–75k,7,7.142857142857143,New
Audi Q3 35 TDI Quattro Technology,2017,2575000,36000,Diesel,Dealer,Automatic,First Owner,25–50k,8,71.52777777777777,New
Honda Brio VX,2014,345000,58000,Petrol,Dealer,Manual,First Owner,50–75k,11,5.948275862068965,Old
Tata Indigo CR4,2013,220000,100000,Diesel,Individual,Manual,First Owner,75–100k,12,2.2,Old
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,1850000,62237,Petrol,Dealer,Automatic,First Owner,50–75k,11,29.725083149894758,Old
Hyundai Santro Xing XL eRLX Euro III,2005,114999,90000,Petrol,Dealer,Manual,Second Owner,75–100k,20,1.2777666666666667,Old
Maruti 800 AC,1999,50000,100000,Petrol,Individual,Manual,Second Owner,75–100k,26,0.5,Old
Honda Jazz Select Edition,2017,585000,14000,Petrol,Dealer,Manual,First Owner,0–25k,8,41.785714285714285,New
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,21394,Diesel,Dealer,Manual,First Owner,0–25k,7,44.40497335701598,New
Maruti Swift Dzire AMT VXI,2018,625000,13800,Petrol,Individual,Automatic,First Owner,0–25k,7,45.289855072463766,New
Hyundai Creta 1.6 SX Automatic,2017,1035000,23000,Petrol,Dealer,Automatic,First Owner,0–25k,8,45.0,New
Datsun GO T Petrol,2015,310000,32686,Petrol,Dealer,Manual,First Owner,25–50k,10,9.484182830569663,Old
Mahindra Xylo D4,2017,600000,99700,Diesel,Individual,Manual,First Owner,75–100k,8,6.018054162487462,New
Toyota Fortuner 2.8 4WD AT BSIV,2019,3100000,5000,Diesel,Individual,Automatic,First Owner,0–25k,6,620.0,New
Honda City i-DTEC SV,2014,650000,49654,Diesel,Dealer,Manual,First Owner,25–50k,11,13.090586861078664,Old
Hyundai Grand i10 Asta,2016,550000,45457,Petrol,Dealer,Manual,First Owner,25–50k,9,12.099346635281695,New
Hyundai Creta 1.6 CRDi SX,2017,1260000,39221,Diesel,Dealer,Manual,First Owner,25–50k,8,32.12564697483491,New
Hyundai i20 Sportz 1.2,2016,660000,48220,Petrol,Dealer,Manual,First Owner,25–50k,9,13.68726669431771,New
Hyundai i20 Sportz 1.2,2017,700000,11114,Petrol,Dealer,Manual,First Owner,0–25k,8,62.983624257693,New
Hyundai Getz 1.5 CRDi GVS,2008,235000,60208,Diesel,Dealer,Manual,First Owner,50–75k,17,3.9031357959075206,Old
Volkswagen Vento 1.5 TDI Highline,2013,475000,80000,Diesel,Dealer,Manual,First Owner,75–100k,12,5.9375,Old
Mercedes-Benz E-Class 280 CDI Elegance,2008,795000,98600,Diesel,Dealer,Automatic,First Owner,75–100k,17,8.062880324543611,Old
Audi RS7 2015-2019 Sportback Performance,2016,8900000,13000,Petrol,Dealer,Automatic,First Owner,0–25k,9,684.6153846153846,New
Audi Q5 3.0 TDI Quattro Technology,2015,3200000,30000,Diesel,Dealer,Automatic,First Owner,25–50k,10,106.66666666666667,Old
MG Hector Smart AT,2019,1860000,18000,Petrol,Dealer,Automatic,First Owner,0–25k,6,103.33333333333333,New
Land Rover Range Rover 4.4 Diesel LWB Vogue SE,2010,4200000,100000,Diesel,Dealer,Automatic,First Owner,75–100k,15,42.0,Old
Honda City VX CVT,2015,850000,58000,Petrol,Dealer,Automatic,First Owner,50–75k,10,14.655172413793103,Old
Mahindra Xylo D4,2017,585000,85441,Diesel,Dealer,Manual,First Owner,75–100k,8,6.846829976240914,New
Mahindra Verito 1.5 D4 BSIV,2015,380000,64541,Diesel,Dealer,Manual,First Owner,50–75k,10,5.8877302799770685,Old
Maruti Swift Dzire VDI,2019,650000,35000,Diesel,Individual,Manual,First Owner,25–50k,6,18.571428571428573,New
Maruti Swift ZXI Plus,2018,600000,30000,Petrol,Individual,Manual,First Owner,25–50k,7,20.0,New
Nissan Micra Active XV,2017,434999,16267,Petrol,Dealer,Manual,First Owner,0–25k,8,26.74119382799533,New
Volkswagen Vento 1.5 TDI Highline,2013,525000,71500,Diesel,Dealer,Manual,First Owner,50–75k,12,7.3426573426573425,Old
BMW 5 Series 520d Luxury Line,2019,4800000,12999,Diesel,Dealer,Automatic,First Owner,0–25k,6,369.2591737825987,New
Chevrolet Aveo U-VA 1.2 LS,2008,160000,80000,Petrol,Individual,Manual,First Owner,75–100k,17,2.0,Old
Maruti Zen Estilo 1.1 LXI BSIII,2007,160000,90000,Petrol,Individual,Manual,Second Owner,75–100k,18,1.7777777777777777,Old
Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,First Owner,25–50k,13,4.464285714285714,Old
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,430000,200000,Diesel,Individual,Manual,First Owner,150–200k,10,2.15,Old
Hyundai Creta 1.6 VTVT S,2017,900000,14700,Petrol,Individual,Manual,First Owner,0–25k,8,61.224489795918366,New
Maruti Alto LX,2000,61000,90000,Petrol,Individual,Manual,Second Owner,75–100k,25,0.6777777777777778,Old
Maruti Wagon R LXI BS IV,2017,400000,50000,Petrol,Individual,Manual,First Owner,25–50k,8,8.0,New
Hyundai Santro Xing XS,2009,150000,100000,Petrol,Individual,Manual,Second Owner,75–100k,16,1.5,Old
